car_name,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats
0.08,0.3333333333333333,0.08,0.6428571428571428,0.3610469591993841,0.5,0.6666666666666666,1.0,0.3124999999999999,0.33554817275747506,0.394352482960078,0.0
0.52,0.2222222222222222,0.52,0.21428571428571427,0.2686682063125481,0.0,1.0,0.0,0.8943089430894307,0.37790697674418616,0.3468354430379747,0.0
0.84,0.2222222222222222,0.84,0.21428571428571427,0.16351039260969977,0.0,0.6666666666666666,0.0,0.5233739837398375,0.17026578073089704,0.6046738072054527,0.0
0.44,0.6666666666666666,0.44,0.14285714285714285,0.2686682063125481,0.0,0.6666666666666666,0.0,0.44207317073170727,0.33720930232558144,0.49036027263875376,0.0
0.8,0.6666666666666666,0.8,0.3571428571428571,0.557813702848345,0.5,0.6666666666666666,0.0,0.3556910569105691,0.5847176079734219,0.7682570593962998,0.0
0.16,0.5555555555555556,0.16,0.6428571428571428,0.17788298691301,0.5,0.6666666666666666,0.0,0.24390243902439013,0.334717607973422,0.30769230769230765,0.0
0.52,0.2222222222222222,0.52,0.7142857142857142,0.9230177059276367,0.0,1.0,0.0,0.43191056910569103,0.37790697674418616,0.34566699123661154,0.0
0.2,0.1111111111111111,0.2,0.2857142857142857,0.1377983063895304,0.5,0.6666666666666666,0.0,0.6204268292682926,0.17109634551495012,0.27848101265822783,0.0
0.4,0.4444444444444444,0.4,0.42857142857142855,0.6733333333333333,0.5,0.6666666666666666,0.0,0.22662601626016254,0.6686046511627907,0.6338851022395326,0.0
0.52,0.2222222222222222,0.52,0.3571428571428571,0.6150885296381833,0.0,1.0,0.0,0.43191056910569103,0.37790697674418616,0.34566699123661154,0.0
0.76,0.3333333333333333,0.76,0.5,0.5535026943802925,0.5,1.0,1.0,0.420731707317073,0.6553156146179403,0.8560856864654331,0.0
0.08,0.3333333333333333,0.08,0.7857142857142857,0.44361816782140107,0.5,0.6666666666666666,0.0,0.4857723577235771,0.33554817275747506,0.394352482960078,0.0
0.8,0.6666666666666666,0.8,0.7857142857142857,0.49961508852963815,0.5,0.6666666666666666,0.0,0.315040650406504,0.5847176079734219,0.7750730282375853,0.0
0.36,0.3333333333333333,0.36,0.14285714285714285,0.06851424172440339,0.0,1.0,0.0,0.6707317073170731,0.3264119601328904,0.34634858812074004,0.0
0.08,0.3333333333333333,0.08,0.3571428571428571,0.1147036181678214,0.0,0.6666666666666666,0.0,0.45782520325203246,0.2433554817275747,0.28870496592015576,0.0
0.4,0.4444444444444444,0.4,0.2857142857142857,0.3533487297921478,0.5,1.0,0.0,0.2190040650406503,0.6686046511627907,0.634858812074002,0.0
0.56,0.3333333333333333,0.56,0.2857142857142857,0.18612779060816012,1.0,0.6666666666666666,0.0,0.39634146341463417,0.33554817275747506,0.42288218111002923,0.0
0.04,0.3333333333333333,0.04,0.14285714285714285,0.07621247113163973,0.0,0.6666666666666666,1.0,0.4827235772357723,0.2433554817275747,0.2882181110029211,0.0
0.8,0.6666666666666666,0.8,0.3571428571428571,0.23017705927636642,0.0,0.6666666666666666,0.0,0.3556910569105691,0.5847176079734219,0.7682570593962998,0.0
0.44,0.6666666666666666,0.44,0.14285714285714285,0.037721324095458045,0.0,0.6666666666666666,0.0,0.44207317073170727,0.33720930232558144,0.49036027263875376,0.0
0.56,0.3333333333333333,0.56,0.42857142857142855,0.4611239414934565,0.5,1.0,0.0,0.5640243902439024,0.5008305647840531,0.5024342745861734,0.0
0.56,0.3333333333333333,0.56,0.3571428571428571,0.3918398768283295,0.5,0.6666666666666666,0.0,0.39634146341463417,0.33554817275747506,0.42288218111002923,0.0
0.52,0.2222222222222222,0.52,0.2857142857142857,0.5381062355658199,0.0,1.0,0.0,0.8023373983739837,0.37790697674418616,0.34664070107108086,0.0
0.92,0.2222222222222222,0.92,0.42857142857142855,0.30011547344110856,0.5,1.0,0.0,0.8785569105691056,0.37790697674418616,0.4878286270691334,0.0
0.32,0.2222222222222222,0.32,0.3571428571428571,0.3071593533487298,0.0,1.0,0.0,0.7317073170731707,0.37790697674418616,0.34664070107108086,0.0
0.76,0.3333333333333333,0.76,0.6428571428571428,0.46882217090069284,0.5,1.0,0.0,0.5853658536585364,0.6553156146179403,0.8558909444985394,0.0
0.76,0.3333333333333333,0.76,1.0,0.6304849884526559,0.5,0.6666666666666666,0.0,0.157520325203252,0.6694352159468439,0.6309639727361247,0.0
0.0,0.2222222222222222,0.0,0.3571428571428571,0.23787528868360278,0.5,0.6666666666666666,0.0,0.6067073170731705,0.002491694352159457,0.08666017526777015,0.0
0.16,0.5555555555555556,0.16,0.3571428571428571,0.4226327944572748,0.5,1.0,0.0,0.7637195121951217,0.5855481727574751,0.590068159688413,0.0
0.76,0.3333333333333333,0.76,0.42857142857142855,0.7103926096997691,0.5,1.0,0.0,0.6656504065040649,0.6553156146179403,0.8549172346640701,0.0
0.88,0.5555555555555556,0.88,0.5,0.4457274826789838,0.5,1.0,0.0,0.6046747967479673,0.5855481727574751,0.5008763388510225,0.0
