car_name,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats
0.16,0.5555555555555556,0.16,0.7857142857142857,0.4985142417244034,0.5,1.0,0.0,0.4674796747967478,0.5033222591362126,0.2882181110029211,0.0
0.44,0.6666666666666666,0.44,0.3571428571428571,0.3071593533487298,0.5,0.6666666666666666,0.0,0.36585365853658525,0.33637873754152825,0.4703018500486856,0.0
0.48,0.4444444444444444,0.48,0.5,0.5304080061585835,0.5,0.6666666666666666,1.0,0.3114837398373983,0.33554817275747506,0.6309639727361247,0.0
0.08,0.3333333333333333,0.08,0.7142857142857142,0.7228637413394919,0.0,0.6666666666666666,0.0,0.45782520325203246,0.2433554817275747,0.28870496592015576,0.0
0.48,0.4444444444444444,0.48,0.7857142857142857,0.3148575827559661,0.5,1.0,0.0,0.49491869918699183,0.6686046511627907,0.634858812074002,0.0
0.16,0.5555555555555556,0.16,0.6428571428571428,0.7567205542725174,0.5,1.0,0.0,0.4674796747967478,0.5033222591362126,0.2882181110029211,0.0
0.68,0.1111111111111111,0.68,0.2857142857142857,0.2686682063125481,0.0,0.6666666666666666,0.0,0.17225609756097549,0.5855481727574751,0.6436222005842258,0.0
0.36,0.3333333333333333,0.36,0.21428571428571427,0.32255581216320245,0.0,0.6666666666666666,0.0,0.41158536585365835,0.33554817275747506,0.42317429406037005,0.0
0.4,0.4444444444444444,0.4,0.3571428571428571,0.34565050038491146,0.5,0.6666666666666666,0.0,0.27439024390243894,0.33720930232558144,0.34664070107108086,0.0
0.56,0.3333333333333333,0.56,0.3571428571428571,0.38414164742109314,0.0,0.6666666666666666,0.0,0.39634146341463417,0.33554817275747506,0.42288218111002923,0.0
0.64,0.2222222222222222,0.64,0.21428571428571427,0.2763664357197844,0.5,0.3333333333333333,0.0,0.2184959349593495,0.334717607973422,0.3369036027263876,0.0
0.56,0.3333333333333333,0.56,0.3571428571428571,0.3764434180138568,0.5,0.6666666666666666,0.0,0.39634146341463417,0.33554817275747506,0.42288218111002923,0.0
0.64,0.2222222222222222,0.64,0.5714285714285714,0.3040800615858352,0.5,0.6666666666666666,0.0,0.2322154471544714,0.334717607973422,0.3369036027263876,0.0
0.64,0.3333333333333333,0.64,0.14285714285714285,0.0916089299461124,0.5,0.6666666666666666,0.0,0.36585365853658525,0.17026578073089704,0.7784810126582278,0.0
0.24,0.2222222222222222,0.24,0.21428571428571427,0.1608929946112394,0.0,0.6666666666666666,1.0,0.625,0.17026578073089704,0.2788704965920156,0.0
0.32,0.2222222222222222,0.32,0.14285714285714285,0.10700538876058507,0.0,0.6666666666666666,1.0,0.5289634146341464,0.33554817275747506,0.4225900681596884,0.0
0.44,0.6666666666666666,0.44,0.14285714285714285,0.060177059276366435,0.0,0.6666666666666666,0.0,0.39634146341463417,0.33720930232558144,0.49036027263875376,0.0
0.32,0.2222222222222222,0.32,1.0,0.49961508852963815,0.5,0.6666666666666666,0.0,0.5691056910569106,0.33554817275747506,0.4225900681596884,0.0
0.0,0.2222222222222222,0.0,0.3571428571428571,0.38414164742109314,0.0,0.6666666666666666,0.0,0.6067073170731705,0.002491694352159457,0.08666017526777015,0.0
0.32,0.2222222222222222,0.32,0.42857142857142855,0.26096997690531176,0.0,0.6666666666666666,0.0,0.48780487804878025,0.33554817275747506,0.4225900681596884,0.0
0.0,0.2222222222222222,0.0,0.42857142857142855,0.3071593533487298,0.0,0.6666666666666666,0.0,0.6681910569105689,0.17026578073089704,0.2789678675754625,0.0
0.12,0.2222222222222222,0.12,0.7142857142857142,0.3071593533487298,0.0,0.6666666666666666,0.0,0.41158536585365835,0.17026578073089704,0.27945472249269715,0.0
0.0,0.2222222222222222,0.0,0.5,0.11448036951501156,1.0,0.6666666666666666,0.0,0.6067073170731705,0.002491694352159457,0.08666017526777015,0.0
0.76,0.3333333333333333,0.76,0.7857142857142857,0.8460354118552733,0.0,0.6666666666666666,0.0,0.27439024390243894,0.6694352159468439,0.6309639727361247,0.0
0.4,0.4444444444444444,0.4,0.5,0.5996920708237106,0.5,1.0,0.0,0.47459349593495936,0.5855481727574751,0.49074975657254133,0.0
0.0,0.2222222222222222,0.0,0.14285714285714285,0.23017705927636642,0.0,0.6666666666666666,0.0,0.6681910569105689,0.17026578073089704,0.2789678675754625,0.0
0.76,0.3333333333333333,0.76,1.0,0.5381062355658199,0.0,0.6666666666666666,0.0,0.157520325203252,0.6694352159468439,0.6309639727361247,0.0
0.0,0.2222222222222222,0.0,1.0,0.19168591224018475,0.0,0.6666666666666666,0.0,0.4522357723577235,0.002491694352159457,0.07692307692307687,0.0
0.44,0.6666666666666666,0.44,0.5,0.4457274826789838,0.5,1.0,0.0,0.7621951219512195,0.5855481727574751,0.5861733203505355,0.0
0.52,0.2222222222222222,0.52,0.42857142857142855,0.3302540415704388,0.5,0.6666666666666666,0.0,0.5106707317073171,0.33554817275747506,0.43563777994157743,0.0
0.44,0.6666666666666666,0.44,0.42857142857142855,0.12965357967667435,0.5,0.6666666666666666,0.0,0.36585365853658525,0.33637873754152825,0.4703018500486856,0.0
0.36,0.3333333333333333,0.36,0.2857142857142857,0.12431870669745958,1.0,0.6666666666666666,0.0,0.41158536585365835,0.33554817275747506,0.42453748782862705,0.0
0.2,0.1111111111111111,0.2,0.21428571428571427,0.014418783679753655,0.5,0.6666666666666666,1.0,0.6727642276422763,0.17109634551495012,0.27848101265822783,0.0
0.76,0.3333333333333333,0.76,0.5714285714285714,0.8691301000769823,0.0,1.0,0.0,0.5853658536585364,0.6553156146179403,0.8558909444985394,0.0
0.32,0.2222222222222222,0.32,0.6428571428571428,0.584295612009238,0.5,1.0,0.0,0.6148373983739837,0.37790697674418616,0.34664070107108086,0.0
0.64,0.3333333333333333,0.64,0.14285714285714285,0.12240184757505775,0.5,0.6666666666666666,0.0,0.37957317073170727,0.17026578073089704,0.7784810126582278,0.0
0.92,0.2222222222222222,0.92,0.21428571428571427,0.3071593533487298,0.0,0.6666666666666666,0.0,0.5045731707317074,0.4817275747508306,0.5131450827653359,0.0
0.56,0.3333333333333333,0.56,0.21428571428571427,0.15319476520400307,0.5,0.6666666666666666,1.0,0.33536585365853644,0.33554817275747506,0.42317429406037005,0.0
0.64,0.5555555555555556,0.64,0.14285714285714285,0.23017705927636642,0.0,1.0,0.0,0.6910569105691056,0.5855481727574751,0.5864654333008763,0.0
0.76,0.3333333333333333,0.76,0.5,0.6920708237105466,0.0,1.0,0.0,0.5853658536585364,0.6553156146179403,0.8560856864654331,0.0
